Extrspeed_2,Extrtemp_2,Extrtempbarr_2_1,Extrtempbarr_2_2,Extrpressure_2_1,Extrpressure_2_2,Extrtempstock_2,PLCtime
20.50354,61.56656,50.89266,60.73035,48.01794,58.3695,97,
4.099426,61.83577,50.69394,60.57716,33.15611,35.82899,98.8,
4.09729,61.93143,48.72698,59.08519,32.98973,35.42028,103.4,
8.198853,61.84688,49.26717,60.67007,38.53805,43.37384,109.6,
24.60083,61.68459,51.44186,60.74284,47.9022,57.31337,116.6,
24.60083,61.50673,50.01821,59.11508,47.99624,57.76187,116.2,
25.19684,61.29538,47.88941,60.83805,47.4103,56.59722,115,
25.19897,61.0607,51.39296,60.63849,48.47729,58.4346,114.4,
25.19897,60.87292,50.86039,59.27164,48.56047,57.51229,115.7,
25.19684,60.66965,48.53954,60.65063,48.96918,59.41117,114.8,
25.1947,60.5072,49.98433,60.57246,49.33088,58.75651,112.9,
25.19897,60.58025,51.27198,59.33586,49.69256,60.60836,112.3,
22.03949,60.83218,49.82693,60.52411,48.81727,59.68243,97.6,
12.59949,61.21057,48.55274,60.66984,43.22916,51.74696,94.6,
4.199829,61.54102,51.13413,59.6399,33.64077,37.04427,98.2,
10.49957,61.64223,50.51942,59.28603,41.09881,48.14091,104.8,
4.199829,61.52268,48.00837,60.84161,33.30801,35.76027,113.5,
25.20111,61.33161,50.35495,59.61891,48.4375,58.32248,115.5,
25.19897,61.12271,51.38113,59.60661,48.49175,57.75101,114.6,
25.19684,60.87355,49.25075,60.80598,48.4158,57.80165,117.3,
25.20111,60.65718,49.00996,59.54986,48.41941,58.41652,114.6,
25.1947,60.40728,51.312,59.68306,48.66175,57.63527,115.1,
25.19684,60.12405,50.17543,60.63686,48.96557,59.61734,114.7,
25.19684,59.98064,48.50357,59.73081,49.47193,59.17245,112,
25.19684,59.9446,50.98415,59.57917,50.22063,61.26664,111.8,
25.18829,60.21105,50.91079,60.56122,50.16999,62.37702,94.8,
10.50171,60.57058,49.17424,60.33756,41.89453,50.3653,91.3,
4.199829,60.92561,49.34299,59.22706,34.72222,38.80209,92.7,
4.197693,61.17537,51.08358,60.56199,34.32436,37.51447,95.8,
8.399658,61.33538,50.272,60.48424,39.44951,44.90017,102.1,
4.197693,61.2754,47.93717,59.33694,32.75825,34.81264,111.7,
20.99487,61.20525,51.00488,60.20173,47.52604,57.44358,109.5,
21.00128,61.09811,50.99593,60.73243,47.62008,57.42188,111.4,
20.99915,61.01911,48.8866,59.35963,47.43562,57.10358,110.5,
20.99915,60.9565,49.44104,60.03618,47.59476,57.2121,108.7,
20.00153,60.79924,51.30628,60.72997,45.92737,56.14511,109.5,
19.99939,60.68341,49.91049,59.50962,45.93822,56.28617,110.1,
19.99512,60.62499,48.4724,59.68287,45.78993,56.02575,106.9,
19.99725,60.51692,51.06402,60.66426,46.18417,56.17767,107.9,
19.99939,60.4323,50.63433,59.93127,46.73032,56.83232,108.5,
19.99725,60.4399,48.86827,59.13875,46.95819,56.72743,103.6,
13.64838,60.5256,50.02426,60.57229,43.80425,53.46137,98.90001,
13.64838,60.65121,50.9804,60.17758,44.38296,53.24436,100.2,
13.65265,60.77542,49.70341,59.21881,44.06829,54.11241,100.2,
13.65265,60.85487,48.95686,60.34512,44.53848,54.1305,99.4,
13.63983,60.93427,50.97651,60.31281,44.87847,53.89178,98.39999,
13.64624,60.94224,50.43457,59.94298,45.32697,55.67853,97,
13.65051,60.87491,48.8744,59.52794,44.96166,54.89366,96.00001,
11.70013,60.7756,50.31289,60.22652,44.80613,54.77792,92.3,
11.70227,60.61994,50.59386,60.14663,46.99436,59.90307,88.00001,
7.600708,60.52804,49.9659,60.03077,47.07031,60.40943,82,
3.798218,60.44887,49.29886,60.04721,42.73727,54.39815,79.10001,
3.80249,60.3166,50.09089,60.03166,50.37254,60.69516,79.6,
3.800354,60.23358,50.43342,60.04262,43.07002,55.96065,77.2,
3.800354,60.01379,50.15199,60.03139,40.95052,51.01997,75.5,
3.896484,59.88712,50.00463,59.97885,27.60778,35.25391,78.6,
0,59.95755,50.02834,60.02182,6.499566,0,79.00001,
0,60.11082,49.95674,60.02041,6.503182,0,79.00001,
0,60.00333,49.94625,59.96811,6.495949,0,79.00001,
0,59.81585,49.98259,60.03039,6.485099,0,79.00001,
0,59.9541,49.98973,59.99024,6.481482,0,79.00001,
0,60.11813,50.03099,59.99076,6.481482,0,79.00001,
0,60.10921,50.06026,60.02951,6.470631,0,79.10001,
0,59.90107,50.01392,59.99387,6.456163,0,79.10001,
0,59.77022,49.89149,59.9607,6.44893,0,79.10001,
0,60.01595,49.89546,60.02714,6.441695,0,79.10001,
0,60.23737,49.92625,59.99969,6.441695,0,79.10001,
0,60.19408,49.9509,59.99979,6.438079,0,79.2,
0,59.81149,49.97721,60.00285,6.434462,0,79.2,
0,59.6099,49.98642,59.99709,6.427227,0,79.2,
0,59.80857,50.02502,59.99892,6.427227,0,79.2,
0,60.01615,50.04075,60.00406,6.423611,0,79.3,
0,60.25598,50.08591,60.00628,6.419994,0,79.3,
0,60.50836,50.14746,59.99939,6.419994,0,79.3,
0,60.2314,50.12577,60.00539,6.41276,0,79.4,
0,59.55112,49.76009,59.98608,6.416378,0,79.4,
0,59.27766,49.71732,59.96867,6.41276,0,79.4,
0,59.4965,50.09671,59.99752,6.409143,0,79.5,
0,59.75843,50.13084,59.99837,6.405526,0,79.5,
0,60.04155,50.19371,59.98923,6.405526,0,79.6,
0,60.30727,50.12493,59.97674,6.398293,0,79.6,
0,60.61394,49.6026,59.98291,6.394676,0,79.7,
0,60.90397,49.8257,59.9836,6.391059,0,79.7,
0,60.49406,50.21363,59.9934,6.383825,0,79.8,
0,59.24197,50.29113,59.99156,6.372975,0,79.8,
0,58.6454,49.98301,59.95695,6.372975,0,79.9,
0,58.85282,49.40662,60.02493,6.376591,0,80,
0,59.16842,50.19089,60.02793,6.376591,0,80.1,
0,59.54017,50.423,59.88996,6.391059,0,80.1,
0,59.97958,50.09412,59.95568,6.419994,0,80.3,
0,60.36371,49.08209,60.11742,6.44893,0,80.4,
0,60.70817,50.24928,60.12756,6.481482,0,80.5,
0,60.89495,50.83347,59.68431,6.550202,0,80.60001,
0,60.90909,49.83683,59.74529,6.684028,0,80.9,
-2.13623E-03,60.74171,48.12116,60.19063,6.998698,0.1482928,81.5,
-8.544922E-03,60.40822,50.87925,60.20123,8.054832,2.785012,83.3,
14.99847,60.08141,50.51012,60.0556,6.014902,0,78,
15.00061,59.96354,50.02622,59.98488,6.007668,0,77.8,
0,60.00732,49.98498,59.98492,6.000434,0,77.3,
0,60.04584,50.00412,60.01484,5.985966,0,77.3,
0,59.96166,50.00907,60.00486,5.967882,0,77.3,
0,59.93006,49.99938,59.99775,5.957031,0,77.3,
0,59.9646,49.99096,59.98761,5.953414,0,77.2,
0,60.01097,50.00716,60.01131,5.946181,0,77.2,
0,59.98573,50.00051,60.0239,5.93533,0,77.2,
0,59.99749,49.98119,59.99607,5.924479,0,77.2,
0,59.96819,50.00882,60.00306,5.906394,0,77.1,
0,59.99022,50.00734,60.00343,5.899161,0,77.1,
0,60.04246,50.00521,60.0155,5.895544,0,77.1,
0,60.00114,50.00261,59.97959,5.884693,0,77.1,
0,60.00081,50.01189,60.00211,5.881076,0,77,
0,60.0205,49.97432,60.00919,5.862992,0,77,
0,59.98233,50.01252,59.96689,5.848525,0,76.9,
0,59.99665,50.00562,59.98482,5.834057,0,76.9,
0,60.03119,49.99287,59.99931,5.819589,0,76.9,
0,59.9407,49.99892,59.97904,5.797888,0,76.8,
0,59.93713,50.01321,59.99805,5.78342,0,76.8,
0,60.04557,50.00377,60.0148,5.761719,0,76.7,
0,60.01196,50.01836,59.97822,5.740017,0,76.7,
0,59.93002,49.991,59.98406,5.718316,0,76.60001,
0,59.98206,49.99805,60.00523,5.692997,0,76.60001,
0,60.02923,49.99831,60.00972,5.674913,0,77.3,
0,59.96861,49.9945,59.99541,5.736401,0,77,
0,59.94989,50.01994,59.99168,5.743634,0,75.7,
0,60.01527,49.98001,59.97023,5.743634,0,75.6,
0,60.07221,49.99836,60.00057,5.747251,0,75.8,
0,60.03674,50.01836,60.01101,5.758102,0,75.9,
0,60.00458,49.98903,59.96505,5.761719,0,75.8,
0,60.02828,50.00698,59.98098,5.765336,0,75.8,
0,60.04058,50.00241,60.00617,5.779803,0,75.7,
0,59.94793,49.98652,59.98318,5.787037,0,75.7,
0,59.96764,49.98965,60.01988,5.797888,0,75.7,
0,60.00026,49.99649,59.99474,5.801505,0,75.8,
0,60.01902,50.01172,60.01477,5.797888,0,75.8,
0,59.97082,49.9921,59.99862,5.801505,0,75.8,
0,60.01137,49.98408,59.99433,5.805121,0,75.8,
0,60.03738,50.00929,59.98759,5.801505,0,75.7,
0,59.98231,49.98998,59.97763,5.808738,0,75.8,
0,60.01954,50.00914,60.00816,5.819589,0,75.7,
0,60.03297,50.00124,59.97709,5.84129,0,75.9,
0,60.04668,49.991,60.01907,5.837674,0,75.6,
0,59.99968,49.99576,60.02408,5.844907,0,75.6,
0,60.01816,49.99293,60.00798,5.848525,0,75.7,
0,59.99567,49.99667,60.01036,5.844907,0,75.9,
0,59.96889,49.98003,59.99081,5.844907,0,75.7,
0,59.99844,50.01357,59.99073,5.852141,0,75.9,
0,60.02493,50.00042,60.01114,5.848525,0,75.8,
0,59.96499,49.99,59.99553,5.862992,0,75.9,
0,59.99409,49.98679,59.98903,5.855758,0,75.7,
0,60.03672,50.00691,60.00869,5.862992,0,75.8,
0,59.98859,49.99809,60.00726,5.870225,0,76,
0,60.02931,50.00291,60.00785,5.873843,0,76.1,
0,60.00665,50.00479,60.00218,5.87746,0,76.2,
0,60.02304,49.98912,60.00805,5.88831,0,76,
0,60.00322,50.01137,59.96016,5.895544,0,76.1,
0,59.976,49.98115,60.00545,5.902778,0,76.1,
0,60.02221,50.00812,59.99194,5.910012,0,75.9,
0,59.98383,50.00769,59.99741,5.913629,0,76.1,
0,59.95208,49.99395,59.9962,5.910012,0,76,
0,59.99525,49.99383,59.96674,5.913629,0,76.4,
0,60.00833,49.99291,60.00706,5.902778,0,76.2,
0,59.97381,50.00571,60.01609,5.917245,0,76.2,
0,59.9759,49.99997,60.01537,5.928096,0,76.1,
0,59.99121,49.97338,60.00582,5.924479,0,76.2,
0,59.98452,50.02423,60.00986,5.917245,0,76.4,
0,60.02414,49.98667,60.01388,5.920862,0,76.3,
0,60.02487,49.99512,59.99306,5.920862,0,76.2,
0,60.00388,50.02176,59.97778,5.920862,0,76.5,
0,59.98016,49.99572,59.97076,5.931713,0,76.5,
0,60.02575,49.99982,60.00391,5.942564,0,76.5,
0,60.0217,50.01104,60.02582,5.949798,0,76.7,
0,59.95408,49.99188,60.01108,5.957031,0,76.7,
0,59.99989,50.02109,59.99665,5.960648,0,76.9,
0,60.05566,50.0195,59.9893,5.960648,0,76.7,
0,59.97004,50.00806,59.99774,5.949798,0,76.8,
0,59.93385,49.99075,59.95915,5.946181,0,76.9,
0,60.05365,50.0102,59.97849,5.957031,0,76.8,
0,60.02959,49.9993,60.00187,5.971499,0,76.9,
0,59.94686,49.99592,60.01001,5.964265,0,76.9,
0,59.98991,50.02287,59.99016,5.971499,0,77,
0,60.06553,49.99716,60.02903,5.985966,0,77.2,
0,60.00208,49.99564,60.0044,5.9932,0,77.3,
0,59.91057,50.00163,60.00338,5.996817,0,77.2,
0,60.03176,50.00663,60.01709,6.014902,0,77.5,
0,60.11476,50.00345,59.99448,6.011285,0,77.4,
0,59.94048,50.00979,60.03041,6.018518,0,77.6,
0,59.90363,50.00677,59.99237,6.032986,0,77.5,
0,60.05548,49.97672,59.9886,6.047454,0,77.7,
0,60.11179,49.99094,60.01929,6.058304,0,77.8,
0,59.93187,49.98773,60.02858,6.080006,0,77.7,
0,59.80558,49.99946,60.00968,6.09809,0,77.8,
0,59.99583,50.03259,60.01122,6.105324,0,77.8,
0,60.17744,49.98499,59.98343,6.105324,0,78,
0,60.09581,49.97706,59.9812,6.108941,0,78.2,
0,59.79885,50.02249,60.01574,6.108941,0,78.5,
0,59.81831,50.02965,59.98934,6.119792,0,78.3,
0,60.00521,49.96302,59.97599,6.134259,0,78.4,
0,60.22827,49.9582,59.99883,6.163194,0,78.6,
0,60.25875,49.9752,59.97862,6.195746,0,78.7,
0,59.80018,50.02893,60.01281,6.242766,0,78.7,
0,59.53505,50.07935,60.00141,6.260851,0,79.00001,
0,59.7143,49.96058,59.9935,6.264468,0,79.10001,
0,59.92018,49.86566,59.99249,6.271701,0,79.3,
0,60.12116,49.89693,59.99645,6.275319,0,79.5,
0,60.33089,49.9333,59.97895,6.293403,0,79.4,
15.00061,60.53887,49.95194,59.99067,6.318721,0,79.9,
0,60.05136,49.97817,60.02013,6.358507,0,80.5,
0,59.16636,50.0062,59.98341,6.383825,0,81.5,
14.99847,59.20062,50.03576,60.00988,6.383825,0,81.2,
14.99847,59.40727,50.07967,59.99879,6.387443,0,80.3,
15.00061,59.63846,50.13536,59.98209,6.387443,0,79.6,
15.00061,59.93844,50.17631,60.00877,6.347656,0,80.5,
15.00061,60.22955,49.90721,60.01982,6.372975,0,87.90001,
0,60.54603,49.6835,59.96066,6.597222,0,88.9,
0,60.82357,49.97259,59.99757,6.333189,0,89.5,
0,61.14574,50.23695,60.04166,6.380208,0,90,
0,60.40369,50.2792,59.98865,6.456163,0,90.7,
0,58.84924,49.7823,59.83919,6.521267,0,91.3,
0,58.44885,49.47858,59.94105,6.618924,0,92.1,
0,58.64996,50.35158,60.0668,6.759983,0,92.89999,
0,58.97689,50.43685,60.20269,6.919126,0,93.8,
0,59.31973,49.70506,60.11907,7.190393,0,95,
0,59.69793,49.25415,59.45071,7.595486,0,96.60001,
0,60.07066,50.47696,60.11578,8.275463,0.2242477,99.4,
25.19684,60.30674,50.70272,60.38955,28.21904,28.33478,108.4,
29.3988,60.4501,49.33783,60.11604,32.8342,34.62457,109.3,
20.80048,60.49548,49.43478,58.77427,36.61386,39.1059,106.5,
24.37866,60.47263,50.83136,60.57846,47.71774,53.54456,101,
13.57147,60.35185,50.32113,60.41555,47.28733,52.83203,96.8,
11.92017,60.12954,48.75684,59.54137,45.7827,50.9621,101.3,
16.59424,59.86418,50.47785,59.86113,47.30903,55.17578,100.5,
18.85651,59.5938,50.61174,60.41927,47.01606,54.78154,98.5,
16.09863,59.41512,49.87001,60.14442,47.82986,56.2717,98.8,
15.74829,59.33601,49.24321,59.45581,47.27286,55.59896,94.8,
10.49744,59.39049,50.24632,60.06013,44.13339,50.10851,93.3,
10.49744,59.49889,50.57048,60.30614,44.25998,50.32191,92.3,
10.49744,59.65962,49.99159,60.17662,44.68316,51.08146,92.1,
10.49316,59.85668,49.21648,59.63287,44.74826,51.42506,92.5,
10.49744,60.08073,50.05948,59.74133,45.75014,53.12138,92.6,
10.4953,60.30804,50.57668,60.3038,44.62167,52.1195,92.6,
10.49744,60.52475,50.15967,60.20863,45.44271,53.25521,92.1,
10.49744,60.69025,49.36134,59.91943,46.23481,54.29688,91.00001,
10.49957,60.88039,49.7763,59.64831,46.13715,54.16305,89,
10.50171,61.07667,50.55355,60.112,47.27286,55.08536,85.5,
6.297607,61.1654,50.34373,60.18248,43.47873,49.33449,84.3,
6.299744,61.1574,49.70309,60.19633,43.9417,49.56236,84.5,
6.299744,61.11732,49.46857,59.99597,44.51678,50.14829,85.1,
6.299744,60.20178,50.30498,59.62034,43.6632,49.51172,84.7,
6.902161,58.73717,50.30232,60.11953,45.20761,50.35807,86.2,
-8.544922E-03,58.37621,49.98454,60.18787,24.68533,21.00333,97.1,
10.50385,58.38295,49.56591,60.23964,27.78139,29.55006,92,
11.2558,58.63427,50.16755,59.95638,30.81959,33.19589,89.5,
6.748352,58.9962,50.40837,59.3315,30.15047,31.65148,90.3,
3.29834,59.41836,50.11871,60.29427,27.0978,28.55179,92.2,
11.21735,59.82941,49.13403,60.28973,34.10735,38.00998,94.4,
11.21735,60.18031,50.1405,60.01228,36.42216,41.54007,94.5,
11.21948,60.5285,50.50832,59.3929,38.45848,43.73191,94.2,
11.21735,60.74164,50.12724,60.27063,40.72627,47.23669,95.2,
11.21735,60.90046,49.09578,60.31838,42.2743,48.11921,93.40001,
11.21735,60.95076,50.11389,60.0955,44.86401,51.97483,94.8,
11.21307,60.89461,50.5896,59.57425,45.77185,51.83015,93.3,
11.21948,60.82608,50.15822,60.00817,45.2474,52.21354,92.5,
11.21948,60.656,49.36155,60.29443,45.03038,51.40697,93.3,
11.22162,60.40709,49.72002,60.17032,46.35778,54.05454,92.8,
11.21521,60.18033,50.58506,59.83596,47.04138,54.12326,90.3,
11.21307,60.02443,50.39183,59.61272,46.36502,54.57176,87.4,
8.794861,59.91495,49.70675,60.16684,46.9618,54.07624,85,
5.500793,59.85786,49.52074,60.1878,44.80252,50.71976,83.2,
5.498657,59.81686,50.39215,60.19545,43.08811,48.37963,82.7,
3.300476,59.79282,50.40987,59.79245,41.12413,45.53313,83.10001,
3.29834,59.74954,49.76122,59.56139,41.54731,45.13166,85.3,
3.300476,59.65434,49.30118,60.20377,41.34476,46.17332,85.2,
7.696838,59.60183,50.32538,60.1799,44.62891,50.73062,86.7,
7.696838,59.58385,50.47738,60.15457,45.32697,52.23524,86.7,
7.694702,59.62788,50.01966,59.77882,48.2024,54.52835,87.6,
4.998779,59.70496,49.29459,59.58976,35.21412,39.6195,88.3,
10.50598,59.84123,50.14343,60.22908,39.40972,46.29268,87.8,
6.297607,59.97136,50.4608,60.19995,37.53979,42.19473,88.00001,
6.299744,60.07498,50.09436,60.17403,40.01013,45.75376,87.4,
6.299744,60.14859,49.21132,59.78185,41.31583,46.4048,88.8,
8.397522,60.16687,49.86115,59.62704,42.24537,48.45559,90.39999,
8.397522,60.16632,50.62821,60.27771,43.85489,50.81742,89.7,
8.397522,60.14415,50.29159,60.23078,42.96152,49.69256,88.9,
8.403931,60.12116,49.46012,60.06652,44.40828,51.55888,90.1,
8.399658,60.08604,49.60425,59.58049,44.43721,51.16826,89.3,
8.39325,60.02129,50.60747,59.99857,44.14424,50.32552,88.9,
8.397522,59.983,50.42126,60.28683,44.16594,50.30021,89.9,
8.401794,59.90803,49.57252,60.24366,45.06655,51.79398,88.9,
8.399658,59.89463,49.61251,59.63474,44.18403,50.89699,89.1,
8.399658,59.86375,50.64794,59.77417,44.11531,51.21528,89.3,
8.399658,59.83928,50.27895,60.28579,44.51316,51.28038,88.50001,
8.397522,59.85601,49.37209,60.23309,44.48061,50.86082,89.9,
8.397522,59.8342,49.71652,59.80307,43.90191,49.97468,88.7,
8.401794,59.84179,50.647,59.51671,44.72656,51.0706,89.3,
8.401794,59.8424,50.29824,60.30636,44.22381,50.80657,89.1,
8.399658,59.90068,49.49051,60.26623,43.09172,49.67448,88.60001,
8.397522,59.92266,49.61877,59.99821,44.53125,51.69632,89.5,
8.399658,59.99177,50.61885,59.35403,45.27995,52.40886,88.50001,
8.395386,60.04563,50.40464,60.23487,44.86039,51.17188,89.6,
8.397522,60.08049,49.55689,60.2963,42.82046,48.75217,89.2,
8.399658,60.0855,49.4575,60.14406,44.33232,50.65466,89,
8.397522,60.09693,50.52413,59.44564,45.34505,52.19546,90.60001,
8.401794,60.05817,50.5363,60.04092,44.75188,51.55165,90.39999,
10.91827,60.02047,49.64412,60.29861,45.41377,52.53906,90.7,
9.450684,60.01175,49.30984,60.21767,44.49508,51.63122,90,
9.450684,59.9972,50.49813,59.70359,44.21658,51.48293,90,
9.450684,59.96779,50.68069,59.67985,44.5638,51.77951,90.8,
9.448547,59.96934,49.58052,60.27413,44.6904,52.1846,91.2,
9.448547,59.96752,49.22566,60.21088,44.42636,51.69994,91.00001,
9.446411,59.95455,50.67249,59.98301,43.84404,50.83912,90.9,
13.85986,59.96152,50.47007,59.65728,46.83521,55.34939,90.60001,
8.399658,59.99885,49.54137,60.05263,44.41912,52.22077,88.50001,
8.399658,60.04329,49.47101,60.14004,45.27633,52.81395,87.1,
8.395386,60.14622,50.631,60.09873,44.95443,51.99291,86.10001,
8.397522,60.25092,50.56123,60.06849,45.71036,53.60604,84,
8.401794,60.42976,49.55063,60.05046,45.16059,53.78327,81.5,
4.201965,60.54968,49.43139,60.01131,43.48959,50.54253,80,
4.199829,60.62104,50.67595,59.83901,43.57639,49.87341,80.1,
4.199829,60.64583,50.72122,59.90938,36.5162,44.48423,80.60001,
0,60.59581,49.19812,60.03801,7.244648,1.486545,80.8,
0,60.44825,49.28559,60.11337,7.54485,2.329283,81.3,
-5.767822E-02,60.16735,50.69057,60.08876,9.382234,8.047599,83.8,
14.99207,60.00189,50.25999,60.01345,5.859375,0,78,
14.98779,60.0015,50.00976,60.02074,5.862992,0,77.8,
0,59.98097,49.98459,59.99757,5.859375,0,77.4,
0,60.01412,49.99865,59.98977,5.852141,0,77.4,
0,60.01787,49.98788,60.00539,5.844907,0,77.4,
0,59.98444,49.99782,59.98923,5.826823,0,77.3,
0,59.99831,49.98605,60.00884,5.819589,0,77.3,
0,60.02319,49.97937,59.98729,5.812356,0,77.3,
0,60.01847,50.0164,59.99511,5.805121,0,77.3,
0,59.98796,50.01014,59.99993,5.790654,0,77.2,
0,59.99779,50.00169,59.98651,5.776186,0,77.3,
0,60.03106,49.99617,60.01372,5.768952,0,77.2,
0,59.97055,50.00642,59.98897,5.758102,0,77.2,
0,60.00311,50.01294,60.01627,5.747251,0,77.2,
0,60.05914,49.99755,60.01178,5.743634,0,77.1,
0,60.0003,49.98801,60.03112,5.736401,0,77.1,
0,59.9772,50.01387,59.99642,5.72555,0,77.1,
0,59.99307,49.99004,60.00578,5.711082,0,77,
0,59.97266,50.00895,59.98912,5.696614,0,77,
0,59.98013,49.98886,60.0043,5.685764,0,77,
0,60.0057,49.98952,59.97337,5.674913,0,76.9,
0,60.0044,49.99053,60.01656,5.660446,0,76.9,
0,60.00832,50.00423,60.02106,5.638744,0,76.8,
0,60.01652,50.01653,59.99926,5.624277,0,76.8,
0,60.02198,49.97799,60.01315,5.606192,0,76.7,
0,60.00479,50.0115,59.99604,5.588108,0,76.7,
0,60.00546,50.00101,60.01506,5.57364,0,76.60001,
0,59.99479,50.01805,60.00879,5.559173,0,76.60001,
0,59.99143,50.00663,59.98582,5.537471,0,76.5,
0,59.97701,49.97317,60.0331,5.512153,0,76.5,
0,60.01174,50.00837,60.00197,5.486835,0,76.4,
0,59.9865,50.00868,60.00436,5.4579,0,76.3,
0,60.01495,49.99002,59.97128,5.418113,0,76.3,
0,60.03993,49.98945,60.0005,5.381944,0,76.4,
0,59.99181,50.01828,59.99726,5.414496,0,76.5,
0,59.98965,50.01946,60.00941,5.403646,0,75.3,
0,60.01394,49.99171,60.01473,5.403646,0,75.3,
0,59.98506,50.00682,59.99403,5.400029,0,75.3,
0,60.0267,49.99367,59.97757,5.396412,0,75.3,
0,60.02616,50.0051,60.01965,5.396412,0,75.3,
0,60.00209,49.9926,59.9947,5.396412,0,75.4,
0,59.97571,49.98954,60.01447,5.396412,0,75.4,
0,59.99638,50.00071,60.02896,5.396412,0,75.3,
0,60.05783,50.00784,59.99384,5.400029,0,75.4,
0,60.02299,49.99765,59.99076,5.396412,0,75.3,
0,59.9682,49.99519,60.00938,5.400029,0,75,
0,59.99748,50.0145,59.99671,5.403646,0,75.3,
0,60.01661,50.01767,59.97638,5.403646,0,75.2,
0,59.96603,49.99224,60.01735,5.400029,0,75.4,
0,59.99231,49.99689,59.99752,5.400029,0,75.4,
0,60.02972,50.00432,59.97081,5.400029,0,75.4,
0,59.98998,50.02095,60.00735,5.392795,0,75.3,
0,59.98045,49.98483,60.01279,5.385561,0,75.10001,
0,59.98604,50.00607,60.00915,5.381944,0,75.2,
0,59.99105,49.99306,59.99478,5.381944,0,75.3,
0,59.98534,49.99813,59.99542,5.378327,0,75.10001,
0,59.96848,49.98294,59.99631,5.381944,0,75,
0,60.00121,49.99081,60.00871,5.385561,0,75.2,
0,60.02457,50.00534,60.02433,5.381944,0,75.2,
0,60.03804,50.00869,59.98928,5.381944,0,75.10001,
0,59.99014,49.9898,59.99428,5.381944,0,75,
0,59.99907,50.00365,60.01711,5.396412,0,75.2,
0,60.02897,50.00433,60.01225,5.396412,0,75.3,
0,59.99871,49.99279,59.9915,5.392795,0,75.2,
0,60.00006,50.00126,60.00513,5.396412,0,75.4,
0,60.01798,49.98948,60.01406,5.396412,0,75.3,
0,60.01783,50.00922,60.02318,5.389178,0,75.2,
0,60.01493,49.97977,59.9943,5.381944,0,75.2,
0,60.00716,50.02198,59.99559,5.381944,0,75.2,
0,60.05061,50.00242,60.01479,5.381944,0,75.4,
0,60.00458,49.98874,60.00102,5.378327,0,75.4,
0,59.98813,49.99111,59.99229,5.381944,0,75.3,
0,59.99646,50.02185,60.00838,5.381944,0,75.3,
0,60.02291,49.98769,60.0145,5.371094,0,75.10001,
0,60.00412,50.01093,59.99364,5.367477,0,75.10001,
0,59.98326,50.01097,59.99239,5.360243,0,75.4,
0,60.01739,50.00611,59.98482,5.356626,0,75.2,
0,60.03564,50.00401,59.98474,5.367477,0,75,
0,59.96751,50.00599,60.01742,5.371094,0,75.10001,
0,59.95765,49.99376,60.02157,5.374711,0,75.4,
0,60.01865,50.00619,59.97564,5.371094,0,75.3,
0,60.01679,50.00229,60.01017,5.360243,0,75.2,
0,59.98881,49.98642,60.01169,5.356626,0,75.2,
0,60.01506,50.00035,60.00056,5.356626,0,75.2,
0,60.02889,49.99361,59.99538,5.353009,0,75,
0,59.98053,49.99608,60.04621,5.349392,0,75.2,
0,59.94524,50.01017,59.98656,5.345776,0,75,
0,60.05136,50.00637,60.02579,5.342159,0,75,
0,60.03826,49.99384,60.0105,5.342159,0,75.2,
0,59.95361,50.00669,59.99434,5.338542,0,75,
0,59.96448,50.01802,60.00203,5.331308,0,75.10001,
0,60.02156,49.97755,59.99863,5.324074,0,75.3,
0,60.00503,50.01056,59.99375,5.309607,0,75.10001,
0,60.00531,50.01039,59.98919,5.302372,0,75,
15.00061,60.0071,49.998,59.9888,5.291522,0,75,
15.00061,59.95853,50.00827,59.9887,5.298756,0,75.10001,
15.00061,59.99274,50.01125,59.98712,5.302372,0,75.10001,
15.00061,60.00222,50.0024,60.00478,5.302372,0,75.10001,
15.00061,60.00816,50.00564,60.00434,5.31684,0,74.9,
0,59.97787,49.99529,59.99032,5.331308,0,75.2,
0,60.00109,50.01633,59.98196,5.331308,0,75.10001,
0,60.00285,50.01518,60.00537,5.331308,0,75.10001,
0,59.97823,49.98399,59.96674,5.342159,0,74.9,
0,59.96946,50.00451,59.9734,5.36386,0,75.10001,
0,60.02884,50.00518,59.99526,5.374711,0,75.10001,
0,60.0322,49.9716,60.0277,5.371094,0,75.10001,
0,59.9774,50.01126,60.01542,5.367477,0,75.10001,
0,59.98091,50.0177,60.00655,5.374711,0,75.10001,
0,60.00843,49.99136,60.02063,5.381944,0,75.10001,
0,59.99254,49.99937,59.97672,5.400029,0,75.10001,
0,59.98191,50.02655,60.01945,5.403646,0,75.2,
0,59.99903,50.00995,60.02586,5.392795,0,75.2,
0,60.02582,49.99729,59.99609,5.396412,0,75.10001,
0,60.00404,50.01562,60.00102,5.414496,0,75.10001,
0,59.99328,50.03337,59.9776,5.428964,0,75,
0,60.03255,49.98401,59.98874,5.443432,0,75.10001,
0,60.00819,49.97423,60.00327,5.465133,0,75.10001,
0,59.99417,50.01386,59.97878,5.483218,0,75.10001,
0,59.99048,49.99245,59.98238,5.504919,0,75,
0,60.00434,49.97552,59.99939,5.512153,0,75.4,
0,59.97569,50.01296,60.00015,5.504919,0,75.3,
0,59.97976,49.99392,59.99988,5.497685,0,75.3,
0,60.00169,50.01395,59.99264,5.497685,0,75.2,
0,60.03278,49.98693,59.98171,5.494068,0,75.2,
